prb_id, percentie, MON, TUE, WED, THU, FRI, SAT, SUN, ALL
53252, p50, 0.030090027702812765, 0.02735078812116649, 0.04551672927151795, 0.019732315050949915, 0.03185759813129828, 0.08619204857623775, 0.05228959202680061, 0.03230988017141081
53252, p75, 0.07193135277571862, 0.029593874169932446, 0.04510854491185276, 0.027599509091758047, 0.04503463260370831, 0.15465887975321038, 0.04684232933805657, 0.04064485058571781
53252, p90, 0.08549980420627963, 0.10831152308815543, 0.061969211706415006, 0.02277187565125827, 0.06297563675748107, 0.05684077977652829, 0.0567144136697137, 0.050240114702323806
53252, p95, 0.06693082237497168, 0.09486636202436724, 0.05374538802817996, 0.03421246792160733, 0.09667209216079889, 0.05466981365277468, 0.04605673473660793, 0.05029161362322758
31745, p50, 0.06342661028534909, 0.07226933030215228, 0.11871145140017282, 0.13328513528391991, 0.1020214677014129, 0.02535747147270301, 0.14182309920249614, 0.10736415082152946
31745, p75, 0.09674235343772199, 0.058296234787382224, 0.1378742092772488, 0.12738468029439215, 0.07261560126870917, 0.032516839359960484, 0.08640895682192523, 0.10606656573455159
31745, p90, 0.054680581229807255, 0.014414565729849206, 0.056857959884358406, 0.10307251049566811, 0.008689183138126673, 0.05676822937148944, 0.03400671411882377, 0.06340238543375531
31745, p95, 0.04831857548883291, 0.04300121167084861, 0.04357086981721143, 0.0876577369650781, 0.07430692943505916, 0.03929611057592664, 0.06850909197855815, 0.0569462073765601
6152, p50, 0.05431165603843646, 0.12715162188552465, 0.054060457321055196, 0.05091724079818611, 0.04951505574227777, 0.07547078901739722, 0.07094769477683217, 0.05868045366743517
6152, p75, 0.0956027208996138, 0.034581946771417967, 0.02241128163252313, 0.027669031699740772, 0.025552439519778047, 0.028362587198946427, 0.1118776849769564, 0.06555683079402266
6152, p90, 0.09430073074751491, 0.04378943218799223, 0.03610142384932506, 0.04904148107171036, 0.08557236033412059, 0.055219713910590856, 0.06281155192859289, 0.05342582545374934
6152, p95, 0.07258381623159836, 0.05851332039802603, 0.03751689867419004, 0.05121811099083042, 0.08104762175466682, 0.09779714135840155, 0.06817169046788299, 0.0515930875740811
51214, p50, 0.046383366493929205, 0.04216527614398969, 0.04268164672181426, 0.04623475668268176, 0.025899513975053506, 0.04269365924286268, 0.049002110241236664, 0.04143490649972807
51214, p75, 0.049316072677986725, 0.01569143817373734, 0.032682121557581906, 0.038002524222474035, 0.034748929512268135, 0.07135593583488196, 0.0788899547804266, 0.05276942781939066
