prb_id, percentie, MON, TUE, WED, THU, FRI, SAT, SUN, ALL
32768, p50, 0.05084003387007511, 0.09662279018336774, 0.05200270680152618, 0.13595810162030814, 0.09028291355003898, 0.10487773582761577, 0.14284742235489067, 0.3309533493683977
32768, p75, 0.04021060111689725, 0.05798214394702414, 0.04911414250379273, 0.02429162857653689, 0.04469086892351422, 0.07713577938255826, 0.06350766552661191, 0.10115725405761287
32768, p90, 0.05789297489943523, 0.070475389667294, 0.05608578408363277, 0.02516348414820388, 0.06692388011719566, 0.042126337861828775, 0.06391865428929372, 0.05442657581111807
32768, p95, 0.04564189866504885, 0.06617276004561848, 0.053879484048572165, 0.0538360159607848, 0.07579827247295286, 0.04494323329692259, 0.07450719348602071, 0.05974861140010833
33282, p50, 0.059158681931646855, 0.1000885465957565, 0.039235162296554785, 0.04371046608501816, 0.03006032778622095, 0.04469518312893187, 0.08133078711717218, 0.04449456269031658
33282, p75, 0.06082725867276075, 0.079823554530574, 0.045609857500099604, 0.13925310572119845, 0.02380323884050208, 0.07247845928019994, 0.06890963333772579, 0.05611885674730303
33282, p90, 0.06133109616664295, 0.03878315755249303, 0.026399209788692632, 0.07636548445709956, 0.04899691343604109, 0.083587519473821, 0.02879589558886009, 0.06768300614667758
33282, p95, 0.05048298807680032, 0.03477959883179059, 0.03867576029375154, 0.07694516100726931, 0.06132103441291515, 0.05377022349142456, 0.04175362912900463, 0.04800468195094345
33283, p50, 0.07693396647862209, 0.06411569400375068, 0.07885764240272937, 0.0861355794992877, 0.08365804161861115, 0.09834780578608879, 0.08174126181407511, 0.09729019646524657
33283, p75, 0.053035432485039516, 0.07209395348000434, 0.0712894931462998, 0.11468354173233447, 0.15109014027783715, 0.08755127724731732, 0.0701975878681385, 0.08744555332096707
33283, p90, 0.12052187654344235, 0.06388917696993096, 0.0682455975761647, 0.08365610263267724, 0.14306935331035167, 0.10442323303585749, 0.08283363412703641, 0.06659766124609608
33283, p95, 0.12192203026141876, 0.06865509381597185, 0.08372178313011074, 0.06944646238535696, 0.11526138849331378, 0.10837536645374769, 0.050096469017161964, 0.05475566777022104
6663, p50, 0.11628840577272118, 0.12342730741527279, 0.08119956028562053, 0.10589001064219333, 0.06642137968428995, 0.0538687758744654, 0.05206982545077224, 0.3800775373033931
6663, p75, 0.10897239676456484, 0.06278628229348884, 0.05209299216302818, 0.05588594635867982, 0.06773857663258272, 0.04890582549245417, 0.03560196568261612, 0.3124919362663389
6663, p90, 0.10410590910531466, 0.04132419258615747, 0.02342174879106363, 0.031687645631482075, 0.063675060235557, 0.06090496545427526, 0.046658782065999244, 0.22654799301243567
6663, p95, 0.11141633288477734, 0.034731151075236076, 0.018789934259790746, 0.029103445616594007, 0.07352452972896273, 0.07475521040801827, 0.04887237567820051, 0.1703792916292184
6316, p50, 0.0704890106830022, 0.03890291552152817, 0.03285295116947892, 0.0029741566476207295, 0.002892581296885047, 0.0028044644656801615, 0.008590199782631239, 0.029062621864872802
6316, p75, 0.09881071204094168, 0.03317146543057988, 0.03202382780382029, 0.006258607445448309, 0.0028845423833210775, 0.0027884846989355435, 0.008377945577723662, 0.05348230686261339
6316, p90, 0.10425966160991419, 0.03531562726174705, 0.04179024661650529, 0.006099158229145577, 0.0031350447915603984, 0.0027665508547110485, 0.007592924882592412, 0.060569025821703086
6316, p95, 0.11382851724662123, 0.034520523703638985, 0.029881576824511192, 0.005592325462766856, 0.004536187062380987, 0.003816466622848798, 0.008709383878836083, 0.06041870076505814
23054, p50, 0.05471711053800046, 0.026431550335420256, 0.051075742160167935, 0.054999460209423014, 0.08383412955203694, 0.03943657331266479, 0.13559905643889258, 0.05145659071654154
23054, p75, 0.07329067163896262, 0.08850510801413834, 0.029566766688950707, 0.06280245612261517, 0.08072327796633241, 0.05715421844807382, 0.10276531092784345, 0.0611942442375795
23054, p90, 0.18401102127051738, 0.06175025347389826, 0.07649348114366555, 0.05251683843068997, 0.04183703465456737, 0.079684941927368, 0.11336217398483571, 0.07338786556521762
23054, p95, 0.14115420739689, 0.07572162074917196, 0.12614135705101076, 0.07403915081445757, 0.03122990609782806, 0.11568633700651587, 0.10146489733228407, 0.07663403707870993
51216, p50, 0.005728454558653009, 0.03792024926013664, 0.0124490959607847, 0.017414349236539874, 0.010769384526938942, 0.009210894619681425, 0.0505966158414539, 0.03808743100349997
51216, p75, 0.016125690899934566, 0.018553686291581526, 0.011082936289747082, 0.018640751935497024, 0.01186170796971517, 0.007168602860372459, 0.05695176948069446, 0.03989063363214803
51216, p90, 0.029606755667603027, 0.020987427485589842, 0.009044509952796088, 0.02171320763023209, 0.021568025186191817, 0.008443313697949189, 0.05824996775678137, 0.035620767105752384
51216, p95, 0.057998225064882114, 0.030055559520537043, 0.04564721721773733, 0.05295124636891832, 0.049682407814900915, 0.02125971332258124, 0.05472613392706695, 0.05508941868268291
6675, p50, 0.018623994700429452, 0.02135751910254236, 0.01604873229543787, 0.01519423976534258, 0.04370790416768789, 0.03290891038160191, 0.010804960054660558, 0.04905955702947175
6675, p75, 0.02078275853034702, 0.03511586093421872, 0.013438575417210484, 0.011337506483716345, 0.050064327275402956, 0.029923466839051567, 0.01223329444028299, 0.05018847809281174
6675, p90, 0.03319826056288406, 0.04952264800528763, 0.021059085395116042, 0.010102888788324792, 0.06031682158746267, 0.1125931713711265, 0.039849010271286935, 0.07313746059317092
6675, p95, 0.050417336683087795, 0.03968391404327524, 0.06689961109656009, 0.052221584810108294, 0.05028463381054715, 0.1500035543893657, 0.10116145287108033, 0.05170419572577832
53782, p50, 0.06415873628384382, 0.08714295370954453, 0.027340373819788037, 0.09932381512868589, 0.05772805537236837, 0.13393713960063983, 0.10035733465304637, 0.06062466836170432
53782, p75, 0.03885215913830216, 0.08182944371889428, 0.03720019188542458, 0.11346551330260532, 0.032631127739861446, 0.1154568006556548, 0.12762668936821678, 0.0574177995608068
53782, p90, 0.109291144270021, 0.06343683633935152, 0.05587613276923278, 0.07540554400019851, 0.028840682513133105, 0.06188311071761541, 0.09188058998288452, 0.03712481338776848
53782, p95, 0.06103216610307875, 0.061638719266096806, 0.07376377528672273, 0.05228614095067102, 0.04039385259430807, 0.044010345303225465, 0.08040850849068935, 0.050633465484487605
6235, p50, 0.08380312571814459, 0.17081351661722574, 0.08211105319726729, 0.12525931240197474, 0.09353790547979789, 0.13983382515978024, 0.13040082890716673, 0.11894365811155319
6235, p75, 0.08130157724062155, 0.1258521271303442, 0.08210799543894345, 0.11416985553913353, 0.08788127761765889, 0.10019467085684412, 0.11066355603655906, 0.09572248294193525
6235, p90, 0.059198927064676915, 0.10811548988607253, 0.08388904959745254, 0.09095403880033506, 0.08374799818185674, 0.14826105516570362, 0.05444828925306484, 0.06297595877993509
6235, p95, 0.06131591751659168, 0.061409729619153475, 0.05763867551861056, 0.07348053119852892, 0.13322659656539823, 0.08797359685496264, 0.049497837163120194, 0.042536880413302364
